Nama_Resep,Bahan_Bahan,Cara_Membuat,Jenis_Resep,Bahan_1,Bahan_2,Bahan_3,Bahan_4,Bahan_5
udang brokoli pedas manis,secukupnya Udang--1 batang Brokoli--Wortel--sesuai selera Cabe rawit merah--Bawang bombay setengah--3 siung Bawang putih--1 batang Bawang daun--Penyedap rasa--Kecap manis--Saus tomat pedas--secukupnya Minyak goreng--,"Bersihkan udang lalu cuci--Potong wortel dan brokoli menjjadi beberapa bagian, cuci bersih lalu rebus hingga setengah matang--Kupas lalu iris bawang bombay dan bawang daun--Rajang bawang putih--Rajang cabe rawit, potong miring--Panaskan minyak goreng untuk menumis--Masukkan bawang yang sudah dipotong tadi--Masukkan cabe rawit dan bawang daun,,aduk hingga harum--Maukkan udang yang sudah dibersihkan, aduk rata--Masukkan rebusan wortel dan brokoli tadi, tambahkan penyedap rasa, saus pedas dan kecap sesuai selera lalu aduk rata--Tuang masakan ke piring kaca datar dan siap dihidangkan. Selamat mencoba.--",udang,udang,brokoli,wortel,cabai,bawang bombai
udang cabai gendot,"250 gr udang, buang kepalanya, cuci, beri air jeruk nipis, sisihkan--3 siung bawang putih, iris tipis--4 siung bawang merah, iris tipis--4 buah cabe gendot, lebih dahsyat yang berwarna merah, iris--1 buah tomat hijau atau merah ukuran kecil, potong dadu--secukupnya Garam dan gula--Minyak goreng untuk menumis--","Panaskan minyak, tumis bawang merah dan bawang putih sampai harum.--Asukan cabe gendot, masak hingga layu.--Masukan.udang, beri garam dan gula, aduk rata. Masukan tomat, aduk sebentar. Angkat.--",udang,udang,cabai,tomat,bawang merah,bawang putih
udang cah tauco dan petai,250 gr udang segar buang kepala saja--1 papan pete--15 buah cabe rawit merah--5 siung bawang merah--1 siung bawang putih--1/2 buah tomat--1 cm jahe--2 batang daun bawang--3 sdm tauco--1 sdm minyak wijen--secukupnya Garam--secukupnya Gula--Minyak utk menumis--,"Bersihkan udang,buang kepalanya,(kalo yg g suka kulitnya boleh dibuang) lalu tiriskan--Iris semua bumbu..--Panaskan minyak tumis semua bumbu hingga harum dan matang..lalu masukkan udang.. tambahkan garam dan gula,minyak wijen.aduk rata,masak hingga udang berubah warna..-+5manit..lalu angkat dan sajikan..selamat mencoba--",udang,udang,petai,cabai,bawang merah,bawang putih
udang campur aduk,udang kira kira 15 ekor lalu kupas kulitnya--1 ukuran kecil tahu toffu--1 buah kentang--2 ikat pokcoy--bawang bombay setengh saja--3 siung bawang putih--3 cabe merah--6 cabe setan--saus lada hitam merk my taste--saori saos tiram--,Tumis bawang bombay cabe cabe an dan bawang putih di iris halus ya bun--Masukan kentang yang sudah di potong tipis.. lalu masukan juga tahu toffu.. diam kan sebentar lalu masukan udang yang sudah di rendam air panas--Lalu masukan saus lada hitam sekira kira aja.. lalu masukan saori saus tiram 2 sendok--Terakhir masukan pokcoy deh.. jangan lama lama biar di. makannya kriuk kriuk--Tes rasa dan siap di sajikan--,udang,udang,tahu,kentang,cabai,bawang bombai
udang crispy dengan taburan cabai dan bawang,"250 gr udang segar--5 siung bawang putih--3 siung bawang merah--10 buah cabe merah--1 butir telur--3 sdm tepung terigu--1 sdm maizena atau sagu, bisa juga pake kanji--Minyak untuk menggoreng--Lemon--","Cuci bersih udang dan beri perasan lemon, diamkan 5-10 menit lalu cuci kembali.--Kocok telur dan tambahkan sedikit garam--Campur tepung terigu dan sagu dan beri sedikit garam tanpa menambahkan air--Lumuri udang dengan telur lalu celupkan dalam adonan tepung sambil di remas2 lalu goreng hingga matang--Setelah udang digoreng semua, tumis bawang putih yg sudah dicincang halus, bawang merah, dan cabe hingga harum.--Setelah harum, masukkan udang dan tambahkan sedikit garam. Taraaa.. udangnya siap dilahap selagi hangat--",udang,udang,cabai,telur,bawang merah,bawang putih
udang daging ayam asam manis,"500 g Udang (kalau ditepung kulitnya bisa dibuang, atau kalau tidak ditepung di goreng setengah matang biar agak empuk)--1 buah Jeruk Nipis ambil air perasannya (keasaman sesuai selera, kalau jeruk nipis ukuran besar saya biasa pakai setengah saja. Kulit jeruk sisa perasannya bisa untuk cuci udang biar fresh/ngga bau amis)--2 buah Tomat Merah (dipotong lalu dihaluskan dgn blender)--3 siung Bawang Putih iris tipis--1 buah Bawang Bombay iris-iris--1 buah Wortel iris tipis dan panjang (± sepanjang 2 ruas jari)--2 sdm Saus Sambal (atau sesuai selera)--250 ml air--1 sdm gula--1/2 sdt garam--1 sdm tepung maizena ditambah 2 sdm air (kalau mau kental, jika tidak suka terlalu kental, tidak pakai juga gpp)--","Silahkan goreng udang (atau lauk lainnya) sesuai selera (ditepung/digoreng setengah matang)--Tumis bawang putih dengan 1-2 minyak goreng sampai harum (jangan sampai hitam)--Masukkan tomat yg sudah di blender, aduk2 dengan api sedang (jangan sampai lengket)--Masukkan saus sambal. Bawang bombay dan wortel juga dimasukkan, aduk sampai layu.--Masukkan air perasan jeruk nipis, larutan tepung maizena, dan ±250ml air.--Tambahkan gula dan garam. Lalu koreksi rasa dengan keduanya. Aduk sampai mendidih dan mengental--",udang,udang,jeruk nipis,tomat,bawang putih,bawang bombai
udang dan sosis saus tiram,1/4 kg udang.(buang kepalanya lalu cuci hingga bersih)--4 buah sosis (terserah sapi or ayam.potong kecil)--2 siung bawang putih (iris tipis)--4 siung bawang merah (iris tipis)--Cabe rawit sesuai selera (iris serong)--1 bks saori saus tiram--Secukupnya masako--Sacukupnya air--Minyak goreng untuk menumis--,Tumis duo bawang dan cabe rawit hingga harum--Masukkan udang dan sosis nya lalu aduk sebentar--Masukkan air sesuai selera.--Tambahkan saori dan masako. Koreksi rasa lalu diamkan hingga matang--Siap di sajikan--,udang,udang,sosis,cabai,bawang merah,bawang putih
udang garo rica pedas,1/2 kg udang--2 bh kentang--1 bh jeruk nipis--6 bh bawang merah--3 bh bawang putih--5 bh cabe keriting--15 bh cabe rawit merah--4 lembar daun jeruk--1 lembar serei digeplek--1 ruas jahe digeplek--1 bh tomat--1 batang daun bawang--3 batang seledri--1/2 sdm garam--1/2 sdm gula pasir--2 gelas air putih--,"Bersihkan udang potong mulutnya, belah punggungnya buang kotorannya cuci bersih beri perasan jeruk nipis diamkan 10mnt bilas &tiriskan.kentangnya dipotong dadu--Bahan yg dihaluskan cabe, bawang merah dan bawang putih. Tomat, daun bawang & seledri diiris2 saja.daun jeruknya batang tengahnya dibuang lalu sobek2 deh.--Tumis semua bumbu yg sudah dihaluskan mskkan serei, daun jeruk, jahe masak hingga mateng & harum--Setelah itu masukkan kentang beri air putih aduk2 hingga rata setelah itu masukkan udang beri garam&gula pasir dan tomat msk hingga mateng & air menyusut--Koreksi rasa terakhir masukkan seledri & daun bawang siap deh disajikan--",udang,udang,kentang,jeruk nipis,bawang merah,bawang putih
udang kacang panjang calorias por porcion,"250 g udang kupas (rebus dulu sebelum dimasak)--1 ikat kacang panjang (saya pakai setengahnya)--4 siung bawang putih, cincang halus (3siung buat tumis udang nya nanti, 1 siung untuk tumis sayurnya)--2 sdm madu--1 buah lemon--1 buah tomat, potong2--Garam--Lada--Olive oil/minyak untuk menumis--","Tumis bawang putih sampai harum lalu masukkan udang dimasak sampai udang berubah warna. Masukkan madu dan perasan lemon, beri garam dan lada lalu cek rasa. Matikan api.--Diwajan kedua, tumis kacang panjang dengan cincangan 1siung bawang putih, masukkan potongan tomat, lalu masukkan udang yang telah dimasak tadi. Aduk-aduk sampai matang dan merata.--",udang,udang,kacang panjang,lemon,tomat,bawang putih
udang kangkung saus oriental saori megicom,1 ikat kangkung--1 ons udang--2 bawang putih--5 bawang merah--5 cabe rawit--1 tomat--Secukupnya Garam--secukupnya Gula--secukupnya Royco--1 sdt kecap manis--2 sdt saus oriental saori--secukupnya Air--Minyak goreng untuk menumis bumbunya--,Besihkn udangnya dari kulitnya dan kepala udang.--Potong2 kangkung.bawang merah.bawang putih.tomat.cabe--Setelah itu tumis bawang merah.bawang putih.cabe sampek bau harum.setalah itu masuk kan udang.garam.gula.royco.air.tunggu sampek mendidi setelah itu masukin kangkung nya dan tomatnya tunggu bentar.setelah itu baru tes rasa nya klu sudah oke.--Sajikan deh--,udang,udang,kangkung,cabai,bawang merah,bawang putih
udang kentang balado,"1/4 udang--1/2 kg kentang--Bumbu halus:--6 buah cabe merah besar--4 buah cabe rawit merah--5 siung bawang merah--3 siung bawang putih--1 buah tomat--Gula, garam, penyedap secukupnya--","Cuci udang dan buang kepalanya.--Kupas kentang, potong dadu, cuci lalu goreng.--Tumis bumbu halus sampai harum. Stlh harum masukkan udang...--Beri sedikit air.. Tmbh garam gula dan penyedap--Terakhir masukkan kentang.. Aduk2 hingga matang..--Cicip rasa.. Stlh matang siap sajikan--",udang,udang,kentang,cabai,bawang merah,bawang putih
udang kentang cabai hijau saus tiram,"1/4 udang kupas kulitnya--3 buah kentang ukuran kecil(potong dadu)--1/2 bawang bombay--3 siung bawang merah--1 siung bawang putih--2 batang serai(geprek)--2 ruas lengkuas(potong besar)--3 lembar daun salam--Air jeruk nipis(1 buah)--2 sendok makan saos tiram--1 sdm kecap manis--10 biji cabe ijo besar--Secukupnya garem,gula merah,sasa/ meicin--1 buah tomat potong dadu--","Rendam udang dg air jeruk nipis 10 menit--Potong dadu bawang bombay,potong tipis bawang merah,bawang putih,cabe ijo--Goreng udang+ udang setengah matengtiriskan--Tumis bawang bombay sampai layu,setelah itu bawang putih,bawang merah sampai kecoklatan,cabe ijo sampai layu,serai,lengkuas,daun salam--Masukan udang dan kentang,tomat--Masukan gula,garem,meicin,saos tiram,kecap,q,--Aduk"", tes rasa--Masak sampai matang--",udang,udang,kentang,cabai,bawang merah,bawang putih
udang masak suka gw,1/2 kg udang bersihkan--1 bh tomat potong2--2 siung bawang putih--2 siung bawang merah--2 bh cabai rawit merah (merah keriting) iris serong--2 bh cabai rawit setan/belis iris serong--2 lb daun salam--1 cm lengkuas geprek--1 ruas jahe geprek--1/2 bh jeruk nipis--2 sdm saus sambal (pakai saus tomat jg boleh)--1 sdt kecap manis--secukupnya Gula dan garam--secukupnya Royco--secukupnya Merica--1/2 gelas air--3 sdm campuran maizena + air (utk mengentalkan)--,"Cuci udang dan kucuri jeruk nipis biar tdk amis, cuci kembali.--Tumis duo bawang dan cabai, masukan lengkuas, salam, jahe, tumis sampai harum.--Masukan udang.--Beri bumbu gula garam, royco, merica, kecap manis, dan saus sambal/tomat.--Beri air.--Tumis2 sampai udang berubah warna.--Beri campuran maizena dg sedikit air agar kuah mengental--Masukan potongan tomat.--Icipi rasa, bila sudah pas matikan api dan sajikan.--",udang,udang,tomat,cabai,bawang merah,bawang putih
udang nanas asam manis,1 kg udang (buang kepala)--1/2 buah nanas (potong kasar)--8 siung bawang merah--5 siung bawang putih--1 buah bawang bombai--4 biji kemiri--1 serai (geprek)--Daun bawang--Jeruk nipis--1 botol saos indofood--,"Siang udang, buang kepala tingalkan ekor, lumuri jeruk nipis lalu ugkep sampai kemerahan--Haluskan bawang merah,bawang putih, kemiri dan tumis bumbu sampai harum masukan serai--Setelah harum masukan daun bawang dan bawang bombai--Tambahkan air dan saos botol sampai mendidih--Setelah mendidih masukan udang dan nanas yg telah disediakan--Tunggu hinga menyerap ke udang--Hidangkannnn--",udang,udang,nanas,jeruk nipis,bawang putih,bawang bombai
udang nanas asam manis gpl,1/4 udang--2 buah wortel--1 bawang bombay--2 siung bawang merah--3 siung bawang putih--1 helay daun bawang--2 ruas jahe--1 cabe merah--secukupnya Garam--secukupnya Royco--Buah Nanas (conditional)--Air putih--Saos cabe indofood--,"Cuci dan rendam udang dengan garam dan jeruk limau, oseng udang sebentar hingga merah--Nanas dipotong dadu serta iris bawang bombay, wortel, dan daun bawang--Rebus wortel (biar cepet empuk ga nunggu lama)--Haluskan bumbu seperti cabe merah, bawang merah, bawang putih, dan geprek jahe--Tumis bumbu tersebut ke dalam margarin yg telah dipanaskan,lalu tambahkan air secukupnya--Kemudian masukkan udang, nanas, wortel dan daun bawang--Tambahkan bumbu seperti garam, royco dan saos secukupnya (aku ga pake gula soalnya nanasnya udh mateng n manis)--Setelah matang lalu hidangkan.--Selamat mencobaaa :)--",udang,udang,nanas,wortel,bawang merah,bawang putih
udang orak arik,250 gr udang kupas--4 btr telur kocok (bebas sesuai selera ya)--Bawang merah cincang--Bawang bombay iris--Cabe merah iris tipis--Garam--Merica--Kaldu jamur bubuk--Sedikit air--,"Tumis bawang merah, bombay dan cabe merah sampai harum--Masukkan udang dan aduk sampai 1/2 matang--Tambahkan kocokan telur dan aduk2--Tambahkan garam, merica dan kaldu jamur--Masukkan air sedikit saja dan koreksi rasa. Biarkan sampai air mengering, angkat--",udang,udang,telur,cabai,bawang merah,bawang bombai
udang pelangi,500 gr Udang kupas--1/4 kg Brokoli--4 buah Wortel--4 buah Jagung Putren--3 siung Bawang Putih--1 siung Bawang Merah--1 Sdm Saos Tiram--sesuai selera Garam--1 sendok Makan Minyak Goreng--400 ml Air--,"Tumis bawang--Putih hingga harum, kemudian masukan bawang merah kemudian masukan Saos Tiram Aduk rata, masukan Air--Tunggu hingga Air mendidih masukan Udang Kupas, hingga merah merona dan harum khas keluar--Masukan Wortel, Jagung Putren sambil di aduk hingga sedikit layu--Kemudian masukan Brokoli tunggu hingga matang--Kami lebih suka sayurannya tidak terlalu layu, matikan kompor tunggu suhu menurun koreksi rasa bisa dengan ditambah garam atau tidak sesuai selera--Siapkan di mangkok langsung bagi 4 porsi agar ga rebutan makannya heheheh--",udang,udang,brokoli,wortel,jagung,bawang putih
udang petai balado,"250 gr udang ukuran sedang, kupas, buang kepala dan kulitnya--1 papan petai, buka, bersihkan dr kulitnya, potong mjd 2--4 siung bawang merah--3 siung bawang putih--2 butir kemiri--10 buah cabe merah keriting--Garam secukupnyag--secukupnya Gula pasir--1 ruas jari lengkuas, bersihkam, geprek--1 lembar daun salam--Minyak goreng--1 buah jeruk nipis, belah 2, peras ambil airnya--","Tuang perasan air jeruk nipis ke dalam udang yg sudah dibersihkan. Beri sedikir garam, Aduk2.diamkan sekitar 10menit. Sisihkan.--Tuang minyak sayur, goreng udang dengan api sedang, aduk2 sebentar sampai udang berubah warna kemerahan dan matang, tiriskan. Angkat.--Haluskan bawang putih, bawang merah, kemiri, cabe rawit merah. Sisihkan--Tumis bumbu halus, daun salam dan lengkuas dengan api kecil agar matng dan tidak cepat gosong.--Jika sudah tercium bau harum lalu masukan potongan2 petai yg sudah bersih, aduk2 sebentar, koreksi rasa, tambahkan garam dan gula secukupnya. Aduk kembali hingga rata--Masukan udang yg telah digoreng, aduk rata, angkat. Sajikan.--",udang,udang,petai,cabai,bawang merah,bawang putih
udang petai balado ala ugrdkitchen,Udang seger--5 bawang merah--1 bawang bombai--1 pete--5 cabe merah--,Iris halus bawang bombai--Haluskan bawang merah dan cabe merah dan masukkan garam secukupnnya--Masukkan minyak di wajan lalu masak bumbu halus dan masikkan bawang bombai--Kalo bumbu sudah beraroma harum/matang lalu masukkan udang segar lalu aduk rata--Masukan pete lalu aduk rata sampai matang--Yap! Udang pete balado siap dinikmati.,udang,udang,petai,cabai,bawang bombai,bawang merah
udang petai pedas,"1/2 kg udang tanpa kupas kulit--1 papan pete--5 bawang putih--5 bawang merah--10 cabe--2 cabe merah besar--1 ruas jahe--1 sereh--3 daun jeruk--1 tomat--1 jumput asam--secukupnya garam,gula,royco--air--minyak goreng untuk menumis--","Blender bumbu hingga halus--Tumis bumbu masukan sereh, daun jeruk--Tumis bumbu hingga matang dan tambahakan garam,gula,royco--Masukan udang dan pete tambhkan air, koreksi rasa masak hingga matang--Sajikan",udang,udang,petai,cabai,bawang merah,bawang putih
udang petai sambal,500 gr udang--4 papan petai--100 gr cabai merah--5 siung bawang merah--1 siung bawang putih--1 tomat merah besar iris tipis--secukupnya Garam--,"Bersihkan udang lumuri garam dan goreng hingga matang sisihkan--Haluskan bawang merah, bawang putih dan cabe--Tumis bumbu yang dihaluskan masukkan tomat dan pete masak hingga agak kering beri garam dan masukkan udang aduk hingga rata--",udang,udang,petai,cabai,bawang merah,bawang putih
udang petai saus tiram,1/2 Udang Sungai--2 tangkai Petai--3 siung bawang merah--3 siung bawang putih--2 buah cabe besar--1 buah Tomat--1 bungkus Saos Tiram--1 sdt garam--1/2 sdt micin--,"Bersihkan udang,hingga bersih,buang bagian mata dan buntutnya--Belah Petai menjadi Dua bagian,spya ulat yg ad d dlm tdk termakan oleh kita--Iris bawang merah + putih, cabe merah dan hijau, tomat--Tumis bumbu hingga harum, masukkan garam, micin dan Saos tiram.--Setelah bumbu harum, masukkan Udang dan Petai d aduk hingga rata, berikan air secukupnya,tunggu bumbu meresap k dlm udang dan petai, setelah itu d angkat dan sajikan dengan nasi hangat",udang,udang,petai,cabai,bawang merah,bawang putih
udang petai tahu masak tauco,1 buah tahu cina potong 2 lalu potong 5 jadi ada 10 potong tahu--2 papan pete kupas--1/4 kg udang kupas--1 buah tomat diiris bagi 6--1 buah cabe merah besar potong miring--1 buah cabe hijau besar potong miring--1 sendok makan tauco medan--1 sendok makan saus tiram--1 ruas jari jahe digeprek--2 siung bawang putih iris--2 siung bawang merah iris--1/2 bagian bawang bombay iris--1 sendok makan kecap manis--1 sendok teh kecap ikan--1/2 sendok teh minyak wijen--Garam--Gula--Kaldu jamur--Air--Tepung maizena untuk pengental--Minyak sayur untuk menumis--,"Masukan ke dalam minyak sayur : minyak wijen, bawang putih, bawang bombay, bawang merah, jahe, cabe merah dan hijau.. Tumis hingga layu--Masukkan udang tomat dan petai... Tumis sebentar hingga udang berubah warna--Masukan air secukup nya..--Lalu masukkan kecap ikan, saos tiram,kecap manis, tauco, gula, garam, kaldu...--Test rasa--Masukkan tahu--Terakhir beri pengental dari tepung maizena...--Jadi deh... Tinggal dimakan kalo mau pedas pakai cabe keriting aja ya...",udang,udang,petai,tahu,tomat,cabai
udang rica rica,250 gr udang--Jeruk nipis (untuk rendaman udang)--Daun jeruk--Lengkuas (geprek)--Bawang bombay secukupnya (iris)--2 cabai hijau besar (iris)--secukupnya Air--1 sdm kecap manis--❤ bumbu halus--5 cabai merah--2 cabai rawit--3 bawang merah--1 bawang putih--,"Bersihkan udang dari kepala dan kulitnya (sisakan bagian buntut aja), rendam dgn jeruk nipis sebentar--Ulek bumbu hingga halus--Goreng udang setengah matang--Tumis bumbu halus,stelah harum masukan cabai hijau,bawang bombay dan daun jeruk..Aduk sebentar,masukan udang..--Masukan air sedikit sedikit..aduk hingga bumbu merata..tambahkan kecap dan garam..Diamkan hingga air menyusut--Koreksi rasa, apabila sudah pas..Sajikan--",udang,udang,jeruk nipis,cabai,bawang merah,bawang putih
